decision,kind,status,url,titleLength,descriptionLength,h1Count,jsonLdCount,imageCount,imagesMissingAlt,issues,canonical,title,description
strengthen_seo,home,200,https://moonn.ru/,45,146,5,2,60,56,images_missing_alt;multiple_h1,https://moonn.ru/,Татьяна Мунн — психолог МГУ в Москве и онлайн,"Татьяна Мунн (Кумскова Татьяна Михайловна) — психолог МГУ: консультации в Москве и онлайн, эмоциональный интеллект, отношения, стресс и подростки."
strengthen_seo,other,200,https://moonn.ru/20251201,108,76,1,2,6,6,canonical_mismatch;images_missing_alt;long_title,https://moonn.ru/novosti20251118,Командировка преподавателя МГУ Татьяны Мунн в филиал МГУ в г. Ташкенте (Узбекистан). 01–05 декабря 2025 года,"Тема лекций ""Психологическая подготовка студентов первого курса к экзаменам"""
strengthen_seo,other,200,https://moonn.ru/20251213,62,44,1,2,6,6,images_missing_alt;short_description,https://moonn.ru/20251213,Татьяна Мунн выступит на Московской Неделе Интерьера и Дизайна,"Тема выступления ""Порядок в доме и в голове"""
strengthen_seo,other,200,https://moonn.ru/20251216,255,255,3,2,6,6,images_missing_alt;long_description;long_title;multiple_h1,https://moonn.ru/20251216,"16 декабря преподаватель, практикующий психолог и эксперт по эмоциональному интеллекту Татьяна Мунн примет участие в Международной научно-практической конференции «Урбан-психология: вызовы нового времени и ответ мегаполиса», организованной факультетом пси","16 декабря преподаватель, практикующий психолог и эксперт по эмоциональному интеллекту Татьяна Мунн примет участие в Международной научно-практической конференции «Урбан-психология: вызовы нового времени и ответ мегаполиса», организованной факультетом пси"
strengthen_seo,other,200,https://moonn.ru/abuse_gaslight,42,121,1,2,12,12,images_missing_alt,https://moonn.ru/abuse_gaslight,Абьюз и газлайтинг | психолог Татьяна Мунн,"Абьюз и газлайтинг: материал Татьяны Мунн, психолога МГУ, о практической психологии, эмоциях, отношениях и саморегуляции."
strengthen_seo,other,200,https://moonn.ru/aromatherapy,62,141,1,2,20,20,images_missing_alt,https://moonn.ru/aromatherapy,Ароматерапия и эмоциональное состояние | психолог Татьяна Мунн,"Ароматерапия и эмоциональное состояние: материал Татьяны Мунн, психолога МГУ, о практической психологии, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_diary_of_emotions,29,111,1,2,15,15,images_missing_alt,https://moonn.ru/article_diary_of_emotions,Дневник эмоций | Татьяна Мунн,"Дневник эмоций: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_femininity,41,123,1,2,9,9,images_missing_alt,https://moonn.ru/article_femininity,Женственность в отношениях | Татьяна Мунн,"Женственность в отношениях: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_gadget_addiction,49,131,1,2,20,20,images_missing_alt,https://moonn.ru/article_gadget_addiction,Зависимость подростков от гаджетов | Татьяна Мунн,"Зависимость подростков от гаджетов: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_toxic_job,42,124,1,2,3,3,images_missing_alt,https://moonn.ru/article_toxic_job,Негативные эмоции на работе | Татьяна Мунн,"Негативные эмоции на работе: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/articles/eq-dlya-rukovoditeley,51,133,1,2,3,3,images_missing_alt,https://moonn.ru/articles/eq-dlya-rukovoditeley,Эмоциональный интеллект руководителя | Татьяна Мунн,"Эмоциональный интеллект руководителя: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,other,200,https://moonn.ru/baza-znaniy-emocionalnyy-intellekt-psihologiya,64,156,1,2,6,6,images_missing_alt,https://moonn.ru/baza-znaniy-emocionalnyy-intellekt-psihologiya,База знаний по психологии и эмоциональному интеллекту | психолог,"База знаний по психологии и эмоциональному интеллекту: материал Татьяны Мунн, психолога МГУ, о практической психологии, эмоциях, отношениях и саморегуляции."
strengthen_seo,legal_or_service,200,https://moonn.ru/call,10,0,0,2,3,3,images_missing_alt;missing_description;missing_h1;missing_og_image;short_title,https://moonn.ru/call,Blank page,
strengthen_seo,other,200,https://moonn.ru/depressivnoe-sostoyanie,103,102,0,2,9,9,duplicate_description;images_missing_alt;long_title;missing_h1,https://moonn.ru/depressivnoe-sostoyanie,"Депрессивное состояние и апатия. Помощь психолога - Татьяна Мунн (высокий рейтинг, быстрые результаты).","Татьяной Мунн - психолог с высоким рейтингом в Москве, хорошие отзывы, кабинет - метро Цветной бульвар"
